id_distribucion;fecha_guardado;usuario;referencia;cantidad_orden;consecutivo_op;operacion;operario_asignado;minutos_asignados
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;2.0;FILETEAR RUEDO 100CM RUCHE;4;25.49
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;3.0;CERRAR LADO 100CM (FIL);2;33.33
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;4.0;FIJAR MARQUILLA (PLANA);3;10.29
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;5;21.08
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;7.0;INTRODUCIR PITILLO;5;15.69
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;16.67
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;9.0;REVISAR PAREO;4;13.24
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;10.0;ETIQUETAR PRENDA *2;2;5.88
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;3.43
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;6.37
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;13.0;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;1.0;PUNTEAR OJAL;1;14.71
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;2.0;OJAL;5;19.61
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;3.0;BOTONAR;4;19.61
20250910212529-14921;2025-09-10 21:25:29;ADMIN;14921;150;4.0;PLANCHADO;3;19.61
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;1.0;CERRAR LADOS 15CM (FILETEADORA);4;15.64
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;2.0;FILETEAR RUEDO 100CM RUCHE;1;5.79
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;3.0;CERRAR LADO 100CM (FIL);4;12.16
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;4.0;FIJAR MARQUILLA (PLANA);2;2.9
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;4;7.53
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);5;8.69
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;7.0;INTRODUCIR PITILLO;2;48.07
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;8.0;INTRODUCIR BOLSILLO;5;4.63
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;9.0;REVISAR CUELLO;5;12.74
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;10.0;ETIQUETAR PRENDA *2;3;45.18
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;17.38
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;12.0;EMPACAR EN BOLSA INDIVIDUAL;1;53.87
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;13.0;VERIFICAR CARTONES DE GUARDADO;3;11.58
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;1.0;PUNTEAR OJAL;5;16.8
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;2.0;OJAL;3;2.32
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;3.0;BOTONAR;2;8.69
20250910213307-16534;2025-09-10 21:33:07;ADMIN;16534;200;4.0;PLANCHADO;4;26.06
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;1.0;CERRAR LADOS 15CM (FILETEADORA);4;15.64
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;2.0;FILETEAR RUEDO 100CM RUCHE;1;5.79
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;3.0;CERRAR LADO 100CM (FIL);4;12.16
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;4.0;FIJAR MARQUILLA (PLANA);2;2.9
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;4;7.53
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);5;8.69
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;7.0;INTRODUCIR PITILLO;2;48.07
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;8.0;INTRODUCIR BOLSILLO;5;4.63
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;9.0;REVISAR CUELLO;5;12.74
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;10.0;ETIQUETAR PRENDA *2;3;45.18
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;17.38
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;12.0;EMPACAR EN BOLSA INDIVIDUAL;1;53.87
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;13.0;VERIFICAR CARTONES DE GUARDADO;3;11.58
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;1.0;PUNTEAR OJAL;5;16.8
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;2.0;OJAL;3;2.32
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;3.0;BOTONAR;2;8.69
20250910213309-16534;2025-09-10 21:33:09;ADMIN;16534;200;4.0;PLANCHADO;4;26.06
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;1.0;CERRAR LADOS 15CM (FILETEADORA);4;15.64
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;2.0;FILETEAR RUEDO 100CM RUCHE;1;5.79
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;3.0;CERRAR LADO 100CM (FIL);4;12.16
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;4.0;FIJAR MARQUILLA (PLANA);2;2.9
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;4;7.53
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);5;8.69
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;7.0;INTRODUCIR PITILLO;2;48.07
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;8.0;INTRODUCIR BOLSILLO;5;4.63
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;9.0;REVISAR CUELLO;5;12.74
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;10.0;ETIQUETAR PRENDA *2;3;45.18
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;17.38
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;12.0;EMPACAR EN BOLSA INDIVIDUAL;1;53.87
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;13.0;VERIFICAR CARTONES DE GUARDADO;3;11.58
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;1.0;PUNTEAR OJAL;5;16.8
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;2.0;OJAL;3;2.32
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;3.0;BOTONAR;2;8.69
20250910213315-16534;2025-09-10 21:33:15;ADMIN;16534;200;4.0;PLANCHADO;4;26.06
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;2.0;FILETEAR RUEDO 100CM RUCHE;4;25.49
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;3.0;CERRAR LADO 100CM (FIL);2;33.33
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;4.0;FIJAR MARQUILLA (PLANA);3;10.29
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;5;21.08
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;7.0;INTRODUCIR PITILLO;5;15.69
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;16.67
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;9.0;REVISAR PAREO;4;13.24
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;10.0;ETIQUETAR PRENDA *2;2;5.88
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;3.43
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;6.37
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;13.0;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;1.0;PUNTEAR OJAL;1;14.71
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;2.0;OJAL;5;19.61
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;3.0;BOTONAR;4;19.61
20250910220652-14921;2025-09-10 22:06:52;ADMIN;14921;150;4.0;PLANCHADO;3;19.61
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;2.0;FILETEAR RUEDO 100CM RUCHE;4;25.49
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;3.0;CERRAR LADO 100CM (FIL);2;33.33
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;4.0;FIJAR MARQUILLA (PLANA);3;10.29
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;5;21.08
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;7.0;INTRODUCIR PITILLO;5;15.69
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;16.67
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;9.0;REVISAR PAREO;4;13.24
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;10.0;ETIQUETAR PRENDA *2;2;5.88
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;3.43
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;6.37
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;13.0;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;1.0;PUNTEAR OJAL;1;14.71
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;2.0;OJAL;5;19.61
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;3.0;BOTONAR;4;19.61
20250912151625-14921;2025-09-12 15:16:25;ADMIN;14921;150;4.0;PLANCHADO;3;19.61
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;2.0;FILETEAR RUEDO 100CM RUCHE;4;25.49
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;3.0;CERRAR LADO 100CM (FIL);2;33.33
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;4.0;FIJAR MARQUILLA (PLANA);3;10.29
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;5;21.08
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;7.0;INTRODUCIR PITILLO;5;15.69
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;16.67
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;9.0;REVISAR PAREO;4;13.24
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;10.0;ETIQUETAR PRENDA *2;2;5.88
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;3.43
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;6.37
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;13.0;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;1.0;PUNTEAR OJAL;1;14.71
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;2.0;OJAL;5;19.61
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;3.0;BOTONAR;4;19.61
20250913143037-14921;2025-09-13 14:30:37;ADMIN;14921;150;4.0;PLANCHADO;3;19.61
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;356.87
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;2.0;FILETEAR RUEDO 100CM RUCHE;4;203.92
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;3.0;CERRAR LADO 100CM (FIL);2;266.67
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;4.0;FIJAR MARQUILLA (PLANA);3;82.35
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;5;168.63
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;239.22
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;7.0;INTRODUCIR PITILLO;5;125.49
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;133.33
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;9.0;REVISAR PAREO;4;105.88
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;10.0;ETIQUETAR PRENDA *2;2;47.06
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;27.45
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;50.98
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;13.0;EMPACAR PANTY EN CAJA GRANDE;4;3.92
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;1.0;PUNTEAR OJAL;1;117.65
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;2.0;OJAL;5;156.86
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;3.0;BOTONAR;4;156.86
20250915090540-14921;2025-09-15 09:05:40;ADMIN;14921;150;4.0;PLANCHADO;3;156.86
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;12.0;EMPACAR EN BOLSA INDIVIDUAL;1;364.70880000000005
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;2.0;FILETEAR RUEDO 100CM RUCHE;1;39.21600000000001
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;7.0;INTRODUCIR PITILLO;2;325.4928
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;3.0;BOTONAR;2;58.824
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;4.0;FIJAR MARQUILLA (PLANA);2;19.608000000000004
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;10.0;ETIQUETAR PRENDA *2;3;305.88480000000004
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;13.0;VERIFICAR CARTONES DE GUARDADO;3;78.43200000000002
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;2.0;OJAL;3;15.6864
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;4.0;PLANCHADO;4;176.472
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;1.0;CERRAR LADOS 15CM (FILETEADORA);4;105.88320000000002
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;3.0;CERRAR LADO 100CM (FIL);4;82.3536
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;5.0;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;4;50.9808
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;11.0;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;117.648
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;1.0;PUNTEAR OJAL;5;113.7264
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;9.0;REVISAR CUELLO;5;86.27520000000001
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);5;58.824
20250915090548-16534;2025-09-15 09:05:48;ADMIN-AUTO;16534;200;8.0;INTRODUCIR BOLSILLO;5;31.3728
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;1.0;CERRAR LADOS 15CM (FILETEADORA);1;241.59590000000003
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;1.0;PUNTEAR OJAL;1;79.647
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;3.0;CERRAR LADO 100CM (FIL);2;180.53320000000002
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;8.0;INTRODUCIR CHAQUIRAS Y ANUDAR;2;90.26660000000001
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;12.0;EMPACAR PANTY EN BOLSA INDIVIDUAL;2;34.5137
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;10.0;ETIQUETAR PRENDA *2;2;31.8588
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;6.0;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;161.9489
20250915091702-14921;2025-09-15 09:17:02;ADMIN-AUTO;14921;150;4.0;PLANCHADO;3;106.19600000000001
