id_distribucion;fecha_guardado;usuario;referencia;cantidad_orden;consecutivo_op;operacion;operario_asignado;minutos_asignados
20250916210834-14921;2025-09-16 21:08:34;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;3;CERRAR LADOS 15CM (FILETEADORA);1;24.89
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;7;FILETEAR RUEDO 100CM RUCHE;1;5.97
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;11;CERRAR LADO 100CM (FIL);1;6.97
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;15;FIJAR MARQUILLA (PLANA);1;18.59
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;19;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;1;2.99
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;23;DOBLADILLAR RUEDO DE ESPALDA 100CM  (RES 2AG);1;0.59
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;27;INTRODUCIR LIENAS;2;22.57
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;31;INTRODUCIR DETALLES ENCAJE;2;2.99
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;35;REVISAR CUELLO;2;25.08
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;39;ETIQUETAR PRENDA *2;3;29.54
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;43;PEGAR STICKER A BOLSA INDIVIDUAL JADE;3;17.26
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;47;EMPACAR EN BOLSA INDIVIDUAL;3;11.39
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;51;EMPACAR EN CAJA GRANDE;4;30.87
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;55;PUNTEAR OJAL;4;20.28
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;59;OJAL;5;8.3
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;63;BOTONAR;5;28.54
20250916211252-18673;2025-09-16 21:12:52;ADMIN;18673;350;67;PLANCHADO;5;21.87
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;57;OJAL;5;19.61
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;61;BOTONAR;5;19.61
20250922134756-14921;2025-09-22 13:47:56;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;2;CERRAR LADOS 15CM (FILETEADORA);1;15.64
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;6;FILETEAR RUEDO 100CM RUCHE;1;5.79
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;10;CERRAR LADO 100CM (FIL);1;12.16
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;14;FIJAR MARQUILLA (PLANA);1;2.9
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;18;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;1;7.53
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;22;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);1;8.69
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;26;INTRODUCIR PITILLO;1;7.29
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;30;INTRODUCIR BOLSILLO;2;4.63
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;34;REVISAR CUELLO;2;12.74
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;38;ETIQUETAR PRENDA *2;2;1.84
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;42;PEGAR STICKER A BOLSA INDIVIDUAL JADE;3;16.67
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;46;EMPACAR EN BOLSA INDIVIDUAL;4;53.87
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;50;VERIFICAR CARTONES DE GUARDADO;4;5.42
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;54;PUNTEAR OJAL;5;16.8
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;58;OJAL;5;2.32
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;62;BOTONAR;5;8.69
20250922134955-16534;2025-09-22 13:49:55;ADMIN;16534;200;66;PLANCHADO;5;26.04
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;3;CERRAR LADOS 15CM (FILETEADORA);5;24.89
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;7;FILETEAR RUEDO 100CM RUCHE;3;5.97
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;11;CERRAR LADO 100CM (FIL);2;6.97
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;15;FIJAR MARQUILLA (PLANA);1;18.59
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;19;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;3;2.99
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;23;DOBLADILLAR RUEDO DE ESPALDA 100CM  (RES 2AG);4;9.96
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;27;INTRODUCIR LIENAS;5;22.57
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;31;INTRODUCIR DETALLES ENCAJE;2;2.99
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;35;REVISAR CUELLO;4;26.88
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;39;ETIQUETAR PRENDA *2;2;29.54
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;43;PEGAR STICKER A BOLSA INDIVIDUAL JADE;5;17.26
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;47;EMPACAR EN BOLSA INDIVIDUAL;2;20.25
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;51;EMPACAR EN CAJA GRANDE;1;30.87
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;55;PUNTEAR OJAL;3;21.57
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;59;OJAL;1;8.3
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;63;BOTONAR;3;28.54
20250922150121-18673;2025-09-22 15:01:21;ADMIN;18673;350;67;PLANCHADO;4;21.91
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;57;OJAL;5;19.61
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;61;BOTONAR;5;19.61
20250922162611-14921;2025-09-22 16:26:11;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;57;OJAL;5;19.61
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;61;BOTONAR;5;19.61
20250922171851-14921;2025-09-22 17:18:51;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;57;OJAL;5;19.61
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;61;BOTONAR;5;19.61
20250923074349-14921;2025-09-23 07:43:49;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;4;CERRAR LADOS 15CM (FILETEADORA);1;33.69
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;8;FILETEAR RUEDO 100CM RUCHE;1;11.23
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;12;CERRAR LADO 100CM (FIL);1;15.08
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;16;FIJAR MARQUILLA (PLANA);2;13.69
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;20;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;29.12
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;24;DOBLADILLAR RUEDO DE CUELLO 100CM  (RES 2AG);2;15.08
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;28;INTRODUCIR PITILLO;3;8.77
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;32;INTRODUCIR BOLSILLO;3;29.12
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;36;REVISAR PAREO;3;12.97
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;40;ETIQUETAR PRENDA *2;4;9.47
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;44;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;1.05
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;48;EMPACAR EN BOLSA INDIVIDUAL;4;1.05
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;52;EMPACAR EN CAJA GRANDE;4;12.28
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;56;PUNTEAR OJAL;4;15.42
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;60;OJAL;5;25.26
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;64;BOTONAR;5;34.04
20250923074434-13456;2025-09-23 07:44:34;ADMIN;13456;180;68;PLANCHADO;5;0.33
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;57;OJAL;5;19.61
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;61;BOTONAR;5;19.61
20250923154616-14921;2025-09-23 15:46:16;ADMIN;14921;150;65;PLANCHADO;5;19.61
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;1;CERRAR LADOS 15CM (FILETEADORA);1;44.61
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;5;FILETEAR RUEDO 100CM RUCHE;1;15.39
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;9;CERRAR LADO 100CM (FIL);2;33.33
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;13;FIJAR MARQUILLA (PLANA);2;10.29
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;17;DOBLAR FORMANDO ENCUADRE 5CM LARGO 2 ANCHO;2;6.27
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;21;DOBLADILLAR RUEDO DE FALDA 100CM  (RES 2AG);3;29.9
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;25;INTRODUCIR PITILLO;3;15.29
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;29;INTRODUCIR CHAQUIRAS Y ANUDAR;4;16.67
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;33;REVISAR PAREO;4;13.24
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;37;ETIQUETAR PRENDA *2;4;5.88
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;41;PEGAR STICKER A BOLSA INDIVIDUAL JADE;4;3.43
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;45;EMPACAR PANTY EN BOLSA INDIVIDUAL;4;6.37
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;49;EMPACAR PANTY EN CAJA GRANDE;4;0.49
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;53;PUNTEAR OJAL;4;13.53
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;57;OJAL;5;19.61
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;61;BOTONAR;5;19.61
20250923160543-14921;2025-09-23 16:05:43;ADMIN;14921;150;65;PLANCHADO;5;19.61
